Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
3/23/06,1899843D US,Clayton Holdings Inc,146.625,17,23.52941132,7500000.00,"William Blair & Co LLC, Piper Sandler & Co","Consumer, Non-cyclical",348.81,, 
3/23/06,0967872D US,Global Traffic Network Inc,21.85,5,4,3800000.00,Feltl & Co,Communications,64.35,, 
3/22/06,NAO/U US,North American Insurance Leaders Inc,115,8,3.125,12500000.00,CRT Capital,Diversified,0,, 
3/21/06,8189407Q US,Nextest Systems Corp,86.94,14,22.1428566,5400000.00,BofA Securities,Technology,244.82,, 
3/20/06,ABTX LN,AquaBounty Technologies Inc,35.08,148,N/A,13513500.00,Nomura,"Consumer, Non-cyclical",12925.4,, 
3/20/06,PPT LN,Planet Payment Inc,12.2311,125,26,5600000.00,Canaccord Financial Inc,Technology,4264.04,0.00508675, 
3/17/06,VETSU US,Pet DRx Corp,57.5,8,3.75,6250000.00,"Roth Capital Partners Inc, Morgan Joseph TriArtisan Group Inc","Consumer, Non-cyclical",70,, 
3/14/06,TDG US,TransDigm Group Inc,264.551,21,14.76190472,10954500.00,"UBS, Lehman Brothers",Industrial,962.74,105.259,New York
3/13/06,JAZ/U US,Tower US Holdings Inc,172.5,6,13.33333302,25000000.00,"ThinkEquity LLC, Wedbush Securities Inc",Technology,206.743,, 
3/13/06,NMLS LN,New Media Lottery Services PLC,3.16156,50,21,3672570.00,Opus Capital Ltd,"Consumer, Cyclical",21.2321,, 
3/10/06,GHBBU US,UAN Cultural & Creative Co Ltd,53.429,10.1,2.475243568,4600000.00,HCFP/Brenner Securities LLC,"Consumer, Non-cyclical",92.92,, 
3/10/06,GHBAU US,UAN Cultural & Creative Co Ltd,4.8875,8.5,9.411765099,500000.00,"HCFP/Brenner Securities LLC, Ladenburg Thalmann & Co","Consumer, Non-cyclical",9.13835,, 
3/8/06,0883461D US,Eagle Test Systems Inc,100.75,15.5,0,6500000.00,"Lehman Brothers, BofA Securities",Technology,319.94,, 
3/8/06,ALXA US,Alexza Pharmaceuticals Inc,50.6,8,6.375,5500000.00,"Pacific Growth Equities Inc, Piper Sandler & Co","Consumer, Non-cyclical",187.77,0.4223, 
3/2/06,OHAQU US,Oracle Healthcare Acquisition Corp,120,8,6.25,15000000.00,"CRT Capital, Ladenburg Thalmann & Co",Diversified,150,, 
3/2/06,IGCIU US,IGC Pharma Inc,67.827,6,5.833333492,9830000.00,RBC Capital Markets,"Consumer, Non-cyclical",83.85,, 
2/27/06,GAV/U US,Grubb & Ellis Realty Advisors Inc,143.75,6,1.666666627,20833300.00,Deutsche Bank,Diversified,179.01,, 
2/23/06,BTA US,BlackRock Long-Term Municipal Advantage Trust,198.975,15,0,13040000.00,BofA Securities,Financial,199.05,27.4822, 
2/22/06,LQDT US,Liquidity Services Inc,88.4046,10,22.89999962,7687360.00,"RBC Capital Markets, B Riley Financial Inc",Communications,273.3,82.289,NASDAQ GS
2/16/06,GLA/U US,Clark Holdings Inc,88,8,1.375,10000000.00,"Truist Securities Inc, EarlyBirdCapital.com",Industrial,108,, 
2/13/06,MHGC US,Morgans Hotel Group Co LLC,360,20,-0.550000012,18000000.00,"BofA Securities, Morgan Stanley","Consumer, Cyclical",670,, 
2/10/06,WU US,Western Union Co/The,0,0,,,,Financial,0,110.637,New York
2/9/06,MGG US,Magellan Midstream Holdings LP,539,24.5,-2.040816307,22000000.00,"Wells Fargo, Goldman Sachs, Citi, Lehman Brothers",Energy,1534.84,, 
2/9/06,AMCP US,AmCOMP Inc,96.966,9,0,10500000.00,B Riley Financial Inc,Financial,140.03,, 
2/9/06,ACORQ US,Acorda Therapeutics Inc,36.4537,6,12,5500000.00,BofA Securities,"Consumer, Non-cyclical",117.74,, 
2/8/06,XCOOQ US,EXCO Resources Inc,696.998,13,0.384615392,50000000.00,"JP Morgan, Goldman Sachs",Energy,1346.99,, 
2/8/06,NTLS US,NTELOS Holdings Corp,184.5,12,-0.416666657,14375000.00,"JP Morgan, Lehman Brothers",Communications,184.5,, 
2/8/06,1311346D US,Morton's Restaurant Group Inc,174.538,17,5.294117451,9465000.00,Wells Fargo,"Consumer, Cyclical",273.67,, 
2/8/06,2036821D US,Nighthawk Radiology Holdings Inc,115.936,16,29.0625,6300000.00,Morgan Stanley,"Consumer, Non-cyclical",476.95,0.0050196, 
2/7/06,CROX US,Crocs Inc,239.085,21,35.95238113,9900000.00,"Stifel, Piper Sandler & Co","Consumer, Cyclical",803.72,101.938,NASDAQ GS
2/6/06,ACR US,ACRES Commercial Realty Corp,60,15,-6.666666508,4000000.00,"UBS, B Riley Financial Inc, Citi, JP Morgan",Financial,267.05,70.4988,New York
2/2/06,ET US,Energy Transfer LP,507.15,21,7.857142925,21000000.00,"Wells Fargo, UBS",Energy,2932.76,30.3073,New York
2/2/06,0967702D US,HealthSpring Inc,421.59,19.5,12.71794891,18800000.00,"Citi, Goldman Sachs, UBS","Consumer, Non-cyclical",1117.15,, 
2/2/06,SMOD US,SMART Worldwide Holdings Inc,163.636,9,-5.111111164,18181800.00,"Lehman Brothers, JP Morgan, Citi",Technology,524.2,, 
2/2/06,ORCD US,Orchard Enterprises Inc,38.025,9.75,-5.128205299,3900000.00,"FHN Financial, I-Bankers Securities Inc","Consumer, Cyclical",83.85,, 
2/2/06,DXTRQ US,Dextera Surgical Inc,37,10,3.5,3500000.00,AG Edwards & Sons LLC,"Consumer, Non-cyclical",96.49,, 
2/1/06,TWPG US,Thomas Weisel Partners Group Inc,103.5,15,32.66666794,6000000.00,Stifel,Financial,331.96,, 
2/1/06,IOMI US,Valneva USA Inc,35,7,-2.857142925,5000000.00,"UBS, TD Securities","Consumer, Non-cyclical",118.28,, 
2/1/06,1245842D US,Valera Pharmaceuticals Inc,34.7625,9,10.33333302,3750000.00,"BofA Securities, UBS","Consumer, Non-cyclical",133.28,, 
2/1/06,ATEL US,American Telecom Services Inc,16.9175,5.05,-9.900993347,3350000.00,"HCFP/Brenner Securities LLC, Brean Murray Carret & Co LLC",Communications,30.81,, 
1/31/06,1793839D US,Regency Energy Partners LP,283,20,-0.949999988,13750000.00,"Lehman Brothers, UBS",Energy,390.08,, 
1/31/06,KOP US,Koppers Holdings Inc,161,14,12.5,10000000.00,UBS,Basic Materials,290,109.863,New York
1/31/06,FNET US,FortuNet Inc,25.875,9,0.555555582,2500000.00,WR Hambrecht + Co LLC,"Consumer, Cyclical",102.07,, 
1/31/06,SGXP US,SGX Pharmaceuticals Inc,24.9174,6,0,4000000.00,"Piper Sandler & Co, CIBC","Consumer, Non-cyclical",86.12,, 
1/30/06,HEES US,H&E Equipment Services Inc,226.397,18,28.33333397,10937000.00,UBS,"Consumer, Cyclical",685.26,10.9044, 
1/26/06,HBRFU US,Highbury Financial Inc,46.46,6,0.166666672,6733330.00,"EarlyBirdCapital.com, ThinkEquity LLC",Financial,57.81,, 
1/25/06,CMG US,Chipotle Mexican Grill Inc,199.333,22,100,7878790.00,"TD Securities, Morgan Stanley","Consumer, Cyclical",173.33,102.083,New York
1/25/06,9995829D US,Calumet Specialty Products Partners LP,140.93,21.5,1.162790656,5699900.00,Goldman Sachs,Energy,280.92,, 
1/25/06,ALTUQ US,Altus Pharmaceuticals Inc,120.75,15,12.13333321,7000000.00,"Morgan Stanley, BofA Securities","Consumer, Non-cyclical",330.78,0.804907, 
1/25/06,ARGLU US,Argyle Security Inc,29.6004,8,-0.625,3625000.00,Rodman & Renshaw Inc,"Consumer, Non-cyclical",38.1,, 
1/24/06,TRFC US,Traffic.com Inc,82.652,12,1.25,6550000.00,"WR Hambrecht + Co LLC, Citizens Financial Group Inc",Technology,231.7,, 
1/23/06,MGYR US,Magyar Bancorp Inc,22.77,10,6.5,2277000.00,Stifel,Financial,0,42.2842,NASDAQ GM
1/19/06,ARII US,American Railcar Industries Inc,205.275,21,9.309523582,8500000.00,"JP Morgan, UBS",Industrial,445.36,, 
1/18/06,WNR US,Western Refining Inc,439.875,17,9.352941513,22500000.00,"Deutsche Bank, BofA Securities",Energy,1129.53,, 
1/12/06,LINEQ US,Linn Energy LLC,261.45,21,4.761904716,11750000.00,"Lehman Brothers, RBC Capital Markets",Energy,584.06,, 
12/22/05,SFLAX US,AIG Focused Alpha Large-Cap Fund,193,20,,,BofA Securities,Funds,0,, 
12/22/05,NCST US,NUCRYST Pharmaceuticals Corp,45,10,0,4500000.00,Jefferies,"Consumer, Non-cyclical",180.8,, 
12/22/05,NCS CN,NUCRYST Pharmaceuticals Corp,45,10,28.57877541,4500000.00,"Jefferies, GMP Securities","Consumer, Non-cyclical",180.8,, 
12/19/05,SMBLU US,Boulder Brands Inc,102.086,8,12.5,12760800.00,Citi,"Consumer, Non-cyclical",127.61,, 
12/16/05,SPSNQ US,Spansion Inc/Old,567.168,12,12.91666698,42200000.00,"Citi, UBS",Technology,1088.75,, 
12/15/05,DEIX US,DEI Holdings Inc,150,16,-12.5,9375000.00,Goldman Sachs,"Consumer, Cyclical",396.28,, 
12/15/05,APP/U US,American Apparel LLC,120,8,0,15000000.00,Ladenburg Thalmann & Co,"Consumer, Cyclical",150,9.85071, 
12/15/05,EMS US,Envision Healthcare Corp/CO,113.4,14,-6.428571224,8100000.00,"JP Morgan, BofA Securities","Consumer, Non-cyclical",129.47,, 
12/15/05,CNCP US,Carolina National Corp,18.4,16,6.25,1000000.00,Truist Securities Inc,Financial,38.84,, 
12/14/05,RPB US,Republic Property Trust,240,12,0,20000000.00,"JP Morgan, Lehman Brothers",Financial,300.41,, 
12/14/05,SOMX US,Pernix Sleep Inc,55,11,-2.636363745,5000000.00,"Morgan Stanley, JP Morgan","Consumer, Non-cyclical",198.29,0.865791, 
12/13/05,0088638Q LN,CardioMag Imaging Inc,9.06918,137,2.919708014,3861750.00,ING Groep,"Consumer, Non-cyclical",51.1749,, 
12/12/05,2318580D US,Dealertrack Technologies Inc,195.5,17,13.23529434,10000000.00,"Lehman Brothers, JP Morgan",Technology,575.43,, 
12/12/05,CAPB US,Capitalsouth Bancorp,11.25,18.75,-1.333333373,600000.00,Stifel,Financial,53.43,, 
12/8/05,BASXQ US,Basic Energy Services Inc,287.5,20,80,12500000.00,"Goldman Sachs, UBS",Energy,675.71,, 
12/8/05,CYNO US,Cynosure LLC,86.25,15,26.20000076,5000000.00,Citi,"Consumer, Non-cyclical",86.25,, 
12/6/05,VOCS US,Vocus Inc,51.75,9,11.11111069,5000000.00,"Stifel, RBC Capital Markets",Communications,139.76,, 
12/1/05,DCP US,DCP Midstream LP,222.525,21.5,7.209302425,9000000.00,"Citi, Lehman Brothers",Energy,222.68,, 
11/22/05,SPXX US,Nuveen S&P 500 Dynamic Overwrite Fund,330,20,0,16500000.00,"Nuveen Investments Inc, BofA Securities",Financial,0,5.43437,New York
11/22/05,UDRL US,Union Drilling Inc,142.059,14,2.928571463,8823530.00,JP Morgan,Energy,296.33,, 
11/21/05,TRXAQ US,Tronox Inc/Old,244.72,14,2.142857075,17480000.00,"Lehman Brothers, JP Morgan",Basic Materials,320.45,, 
11/21/05,BKD US,Brookdale Senior Living Inc,241.923,19,33.84210587,11072000.00,"Lehman Brothers, Goldman Sachs","Consumer, Non-cyclical",1233.1,107.266,New York
11/17/05,UAA US,Under Armour Inc,181.254,13,94.61538696,12124000.00,Goldman Sachs,"Consumer, Cyclical",405.3,105.582,New York
11/17/05,AMSF US,AMERISAFE Inc,76.3717,9,0,8000000.00,B Riley Financial Inc,Financial,156.82,102.953,NASDAQ GS
11/17/05,DOVR US,Dover Saddlery Inc,27.5,10,2.5,2750000.00,WR Hambrecht + Co LLC,Communications,50.17,, 
11/17/05,URE CN,Ur-Energy Inc,8.426,1.25,-28.79999924,8000000.00,Raymond James & Associates,Basic Materials,0,72.7094,Toronto
11/16/05,SPWRQ US,SunPower Corp,159.39,18,41.38888931,7700000.00,"UBS, Lehman Brothers",Energy,139.98,0.0531857, 
11/15/05,ICE US,Intercontinental Exchange Inc,478.325,26,50.96154022,15997500.00,"Goldman Sachs, Morgan Stanley",Financial,1442.14,97.6718,New York
11/15/05,BPTH US,Bio-Path Holdings Inc,1.2982,0.5,20,2596500.00,,"Consumer, Non-cyclical",0,4.72116,OTC US
11/14/05,CCO US,Clear Channel Outdoor Holdings Inc,630,18,5.555555344,35000000.00,"BofA Securities, Deutsche Bank, JP Morgan, UBS, Goldman Sachs",Communications,630,76.0005,New York
11/10/05,9977553D US,Clear Channel Outdoor Holdings Inc/old,630,18,3.055555582,35000000.00,"UBS, BofA Securities, JP Morgan, Deutsche Bank, Goldman Sachs",Communications,630,, 
11/10/05,1919709D US,IHS Inc,267.076,16,6.875,14515000.00,"Citi, Goldman Sachs","Consumer, Non-cyclical",693.11,0.174296, 
11/10/05,CDS/U US,Cold Spring Capital Inc,120,6,-1.666666627,20000000.00,Deutsche Bank,Diversified,150,, 
11/9/05,EPRSQ US,EPIRUS Biopharmaceuticals Inc,48.3,7,12.14285755,6000000.00,TD Securities,"Consumer, Non-cyclical",156.25,0.0534709, 
11/8/05,BWP US,Boardwalk Pipeline Partners LP,292.5,19.5,-2.820512772,15000000.00,"Lehman Brothers, Citi",Energy,1330.99,, 
11/8/05,IRBTQ US,iRobot Corp,118.68,24,11.25,4300000.00,"Morgan Stanley, JP Morgan","Consumer, Cyclical",558.86,6.38351, 
11/7/05,1PG AU,European Cannabis Corp Ltd,2.93,0.2,32.49999619,20000000.00,,Technology,5.93325,12.2315, 
11/2/05,XCBFX US,Capstone Church Bond Fund,50,0,,,,Funds,0,, 
11/1/05,NKT US,Newkirk Realty Trust Inc,240,16,-5.9375,15000000.00,"JP Morgan, UBS",Financial,310,, 
11/1/05,CBEY US,Cbeyond Inc,73.5882,12,0,6132350.00,Deutsche Bank,Communications,307,, 
11/1/05,WEB US,Web.com Group Inc,68,10,0.100000002,6800000.00,B Riley Financial Inc,Communications,164.95,, 
10/31/05,SLAB LN,Spacelabs Healthcare Inc,26.7569,125,4.800000191,13461800.00,Canaccord Genuity,"Consumer, Non-cyclical",150.03,, 
10/27/05,SSKN US,Strata Skin Sciences Inc,21.3115,5,54.20000076,4000000.00,ThinkEquity LLC,"Consumer, Non-cyclical",52.57,50.1062,OTC US
10/27/05,ABPI US,Accentia Biopharmaceuticals Inc,19.2,8,-9.375,2400000.00,Jefferies,"Consumer, Non-cyclical",230.95,, 
10/26/05,IGA US,Voya Global Advantage and Premium Opportunity Fund,345,20,0.050000001,17250000.00,"AG Edwards & Sons LLC, BofA Securities, UBS, Citi",Financial,0,37.7924,New York
10/26/05,EGF US,BlackRock Enhanced Government Fund Inc,254,20,0,12000000.00,"BofA Securities, Citi",Financial,0,67.4823, 
10/26/05,2553281D US,Evergreen International Balanced Income Fund,215,20,0,10750000.00,"Wells Fargo, BofA Securities",Financial,0,, 
10/26/05,HEROQ US,Hercules Offshore Inc,211.6,20,9.5,9200000.00,"Citi, UBS",Energy,604.86,, 
10/26/05,CGO US,Calamos Global Total Return Fund,120,15,0,8000000.00,"Citi, UBS",Financial,0,22.9609,NASDAQ GS
10/26/05,TYN US,Tortoise North American Energy Corp,115,25,-2,4600000.00,"Stifel, RBC Capital Markets",Financial,0,, 
10/26/05,1294243D US,Cogdell Spencer Inc,103.7,17,0,5800000.00,"Citi, BofA Securities",Financial,136.01,, 
10/26/05,NXTM US,NxStage Medical Inc,63.25,10,17.60000038,5500000.00,BofA Securities,"Consumer, Non-cyclical",210.17,, 
10/26/05,SAJA US,Sajan Inc,27.6,6,-1.666666627,4000000.00,Feltl & Co,Communications,94.23,, 
10/26/05,LEGC US,Legacy Bancorp Inc/MA,0,0,,9545000.00,,Financial,0,, 
10/24/05,3681690Q US,BlackRock World Investment Trust,778.555,15,0.06666667,46666700.00,"Morgan Stanley, Citi, AG Edwards & Sons LLC",Financial,0,, 
10/24/05,CHRXU US,CRC Parent Corp,58.65,6,3.166666746,8500000.00,EarlyBirdCapital.com,"Consumer, Non-cyclical",63.75,, 
10/24/05,NCIT US,NCI Inc,58.5113,10.5,15.90476227,5150000.00,"Raymond James & Associates, Citi",Technology,59.1,, 
10/24/05,KHPAU US,Key Hospitality Acquisition Corp,51.6,8,0,6000000.00,Maxim Group LLC,Diversified,60,, 
10/20/05,EXXS LN,Energy XXI Ltd,300,6,-12.66666698,50000000.00,Canaccord Genuity,Energy,375,, 
10/19/05,ATCTU US,ATS Corp,126,6,0.166666672,21000000.00,CRT Capital,Technology,157.5,, 
10/18/05,BOT US,CBOT Holdings Inc,198.191,54,48.70370483,3191490.00,"JP Morgan, UBS",Financial,2825.72,, 
10/14/05,DEKE LN,DIC Entertainment Holdings Inc,57.5092,248,3.024193525,13276000.00,Bridgewell Corporate Finance Ltd,"Consumer, Cyclical",186.116,, 
10/14/05,1013203D CN,Copper Mesa Mining Corp,9.18456,2,-20,5000000.00,Haywood Securities Inc,Basic Materials,0,, 
10/13/05,PTEK US,PokerTek Inc,24.475,11,-6.818181992,2000000.00,Feltl & Co,"Consumer, Cyclical",101.58,, 
10/11/05,ISBC US,Investors Bancorp Inc,516.271,10,0.200000003,51627100.00,Sandler O'Neill & Partners,Financial,0,, 
10/11/05,1455797D US,TAL International Group Inc,225,18,0,11500000.00,"UBS, Deutsche Bank, Jefferies",Industrial,618.06,, 
9/29/05,SNBI US,BBVA USA Bancshares Inc/Fort Worth TX,49.5999,26,0,1907690.00,"Stifel, Sandler O'Neill & Partners",Financial,311.16,, 
9/28/05,WBMD US,WebMD Health Corp,138.863,17.5,39.42856979,6900000.00,"Citi, Morgan Stanley",Communications,120.75,, 
9/28/05,GLP US,Global Partners LP/MA,123.97,22,7.727272511,4900000.00,Lehman Brothers,Utilities,124.13,42.8433,New York
9/28/05,TLEO US,Taleo Corp,93.8,14,-2.857142925,6700000.00,Citi,Technology,305.6,, 
9/28/05,CBOU US,Caribou Coffee Co Inc,75.012,14,-7.142857075,5358000.00,"BofA Securities, Stifel","Consumer, Cyclical",269.67,, 
9/28/05,GHDX US,Genomic Health Inc,60.2007,12,-2.083333254,5016720.00,"Lehman Brothers, JP Morgan","Consumer, Non-cyclical",0,25.2037, 
9/28/05,AVRX US,Avalon Pharmaceuticals Inc,33.2062,10.5,-9.619047165,2750000.00,WR Hambrecht + Co LLC,"Consumer, Non-cyclical",88.25,, 
9/27/05,ETW US,Eaton Vance Tax Managed Global Buy Write Opportunities Fund,2000,20,0,100000000.00,"Citi, BofA Securities, UBS",Financial,0,22.9438,New York
9/27/05,BEO US,Enhanced S&P 500 Covered Call Fund Inc,185,20,0,9250000.00,BofA Securities,Financial,0,, 
9/26/05,HRZL US,Matson Alaska Inc,143.75,10,7.5,12500000.00,"UBS, Goldman Sachs",Industrial,335.44,, 
9/26/05,TRXI US,TRX Inc,61.2,9,0,6800000.00,UBS,Technology,158.91,, 
9/26/05,VIRX US,Viracta Therapeutics Inc,42.3579,7,-7.142857075,6000000.00,"TD Securities, Lehman Brothers","Consumer, Non-cyclical",150.19,20.7322, 
9/23/05,NPTE US,North Pointe Holdings Corp,50.7,12,0.25,,"Truist Securities Inc, Sandler O'Neill & Partners, William Blair & Co LLC",Financial,109.43,, 
9/23/05,9944031D CN,Galaxy Digital Holdings Ltd,0.41385,0.2,48.89689636,2500000.00,Canaccord Financial Inc,Financial,0,, 
9/22/05,EVRI US,Everi Holdings Inc,255.967,14,6.857142925,16064200.00,"Goldman Sachs, JP Morgan","Consumer, Cyclical",1158.07,11.6744, 
9/21/05,IKAN US,Ikanos Communications Inc,76.8,12,8.333333015,6400000.00,"Citi, Lehman Brothers",Technology,285.55,, 
9/21/05,NXTYQ US,Nexity Financial Corp,31.28,16,1.5625,1700000.00,Raymond James & Associates,Financial,135.24,,OTC US
9/19/05,WLSC US,Williams Scotsman International Inc,251.613,16,-0.125,15325800.00,"CIBC, Lehman Brothers, Citi","Consumer, Non-cyclical",619.51,, 
9/12/05,AMP US,Ameriprise Financial Inc,0,0,,,,Financial,0,93.7309,New York
9/8/05,EMDUQ US,Equity Media Holdings Corp,69,6,-15,10000000.00,"EarlyBirdCapital.com, Morgan Joseph TriArtisan Group Inc",Communications,75,, 
8/26/05,MGU US,Macquarie Global Infrastructure Total Return Fund Inc,425,25,0.039999999,17000000.00,"Citi, BofA Securities",Financial,0,5.38083, 
8/25/05,BDJ US,BlackRock Enhanced Equity Dividend Trust,945,15,0.13333334,63000000.00,"AG Edwards & Sons LLC, UBS, BofA Securities",Financial,0,17.6773,New York
8/25/05,GPM US,Guggenheim Enhanced Equity Income Fund,360,20,0.050000001,18000000.00,"AG Edwards & Sons LLC, BofA Securities",Financial,0,, 
8/25/05,CNCTU US,180 Connect Inc,54,6,-1.666666627,9000000.00,"Wedbush Securities Inc, Maxim Group LLC, Canaccord Genuity, Ramius Securities",Communications,67.5,, 
8/23/05,9893105Q US,Enterprise GP Holdings LP,398.07,28,16.25,12600000.00,"Lehman Brothers, Citi",Energy,2426.68,, 
8/23/05,1965472D US,Meadow Valley Trucking Inc,19.6075,11,10,1550000.00,"Ladenburg Thalmann & Co, Wunderlich Securities Inc",Industrial,39.33,, 
8/22/05,2589856D LN,Amphion Innovations PLC,9.042,25,10,20000000.00,Stockdale Securities Ltd,Financial,40.5,, 
8/17/05,9123456D US,Williams Partners LP/Old,123.625,21.5,18.6046505,5000000.00,Lehman Brothers,Energy,150.5,0.000420704, 
8/17/05,1763405D US,Alus Liquidation Corp,53.3646,6,-2.5,8500000.00,"EarlyBirdCapital.com, ThinkEquity LLC","Consumer, Non-cyclical",63.75,, 
8/16/05,1938828D US,Rockwood Holdings Inc,469.388,20,0,20408200.00,"UBS, Goldman Sachs, Lehman Brothers",Basic Materials,1475.58,0.014812, 
8/16/05,KPPCU US,KapStone Paper and Packaging Corp,120,6,0,20000000.00,Morgan Joseph TriArtisan Group Inc,Industrial,150,, 
8/15/05,1384886D CN,Primary Energy Recycling Corp,256.308,10,0,28500000.00,RBC Capital Markets,Energy,0,, 
8/15/05,BRNC US,Bronco Drilling Co Inc,99.705,17,8.647058487,5100000.00,"Jefferies, Johnson Rice & Co LLC",Energy,313.82,, 
8/15/05,KONA US,Kona Grill Inc,31.625,11,15.45454502,2500000.00,"Oppenheimer & Co, Feltl & Co","Consumer, Cyclical",58.26,10.0273, 
8/11/05,WSBF US,Waterstone Financial Inc,87.975,10,12.5,8797500.00,Stifel,Financial,0,64.1391,NASDAQ GS
8/10/05,CF US,CF Industries Holdings Inc,759,16,1.25,41250000.00,"Morgan Stanley, JP Morgan",Basic Materials,880,110.327,New York
8/10/05,RFXCQ US,Refco Inc,670.45,22,24.90909004,26500000.00,"BofA Securities, Goldman Sachs, UBS",Financial,2805,, 
8/10/05,HPY US,Heartland Payment Systems Inc,139.725,18,36.16666794,6750000.00,"Citi, UBS, KeyBanc Capital Markets, Robert W Baird & Co, Truist Securities Inc, William Blair & Co LLC","Consumer, Non-cyclical",583.32,, 
8/9/05,8190077Q US,Natural Resource Partners LP,256.2,61,-6.557376862,4200000.00,"Citi, Lehman Brothers",Energy,692.58,, 
8/9/05,RDDYQ US,Reddy Ice Holdings Inc/Old,217.005,18.5,4.378378391,10200000.00,"UBS, Lehman Brothers, JP Morgan","Consumer, Non-cyclical",401.09,, 
8/9/05,RBC US,RBC Bearings Inc,152.702,14.5,5.310344696,9288000.00,BofA Securities,Industrial,224.29,103.922,New York
8/9/05,COLY US,Coley Pharmaceutical Group Inc,110.4,16,18,6000000.00,"JP Morgan, BofA Securities, Lazard, Leerink Partners LLC","Consumer, Non-cyclical",397.47,, 
8/9/05,FSGI US,First Security Group Inc/TN,48.669,10,1.700000048,4500000.00,Stifel,Financial,172.34,, 
8/8/05,0212710D US,K&F Industries Holdings Inc,327.423,17.5,-0.571428597,18000000.00,"Lehman Brothers, Goldman Sachs",Industrial,692.75,, 
8/8/05,RUTH US,Ruth's Hospitality Group Inc,269.1,18,15,13000000.00,"BofA Securities, Wells Fargo","Consumer, Cyclical",403.42,, 
8/8/05,1119666D US,James River Group Inc,91.9908,18,11.11111069,4444000.00,Stifel,Financial,258.92,, 
8/5/05,DRC US,Dresser-Rand Group Inc,652.05,21,8.571428299,27000000.00,"Morgan Stanley, Citi",Energy,1794.34,0.206577, 
8/5/05,HOKUQ US,Hoku Corp,22.0992,6,-10.66666698,3500000.00,"Piper Sandler & Co, TD Securities, Stifel",Energy,99.95,,OTC US
8/4/05,ESCH US,Eschelon Telecom Inc,75,14,-6.071428776,5357140.00,"Lehman Brothers, Jefferies",Communications,204.72,1.39537, 
